timeOpen;e_open;e_high;e_low;e_close
14-Oct-2022;82434.9991347152;86681.4825352649;81283.4986170552;81283.4986170552
13-Oct-2022;82518.6180486098;82687.2894512796;77061.2577977136;82439.8107520165
12-Oct-2022;82107.6235844413;83168.7786079751;81966.159768489;82517.9130446697
11-Oct-2022;82385.7068514363;83933.7353171886;82097.5755303672;82097.5755303672
10-Oct-2022;85136.9691021563;85976.6167852146;82400.2525858933;82400.2525858933
9-Oct-2022;82019.0779431141;85136.0440957367;81637.7673324457;85136.0440957367
8-Oct-2022;83073.4901309178;83296.9194873649;81496.1374816459;82021.5911093898
7-Oct-2022;81819.8982292409;83082.5710759398;81485.6496513994;83082.5710759398
6-Oct-2022;82960.7326957546;83859.599083251;81675.4543990916;81812.2164263326
5-Oct-2022;80390.4474018607;82962.6037076785;80190.4325283233;82962.6037076785
4-Oct-2022;76783.2284405183;80567.4069196855;76597.4557593742;80399.5204271704
3-Oct-2022;76888.8481042599;76973.3246269419;76586.8449552287;76792.5689183404
2-Oct-2022;78967.5586730465;79243.0724956162;76839.0010419011;76884.6394410495
1-Oct-2022;79957.2646396972;80217.4957823697;78627.3726282649;78960.9973420478
30-Sep-2022;77968.2131389745;83151.1613409656;77968.2131389745;79944.3166335167
29-Sep-2022;78180.195550971;78180.195550971;75500.5094117212;77968.5569892632
28-Sep-2022;78309.9838044665;79022.465487982;74075.2629015647;78171.8029093885
27-Sep-2022;77616.3246350237;81194.1725323686;77616.3246350237;78344.5203312724
26-Sep-2022;74103.6086081317;77627.3323468306;74103.6086081317;77615.3489511312
25-Sep-2022;76275.7010654158;77168.8779494954;73826.962648705;74093.9116132504
24-Sep-2022;76872.1697380819;77914.5343270487;75969.0660276926;76278.8678704756
23-Sep-2022;79516.1260640258;80554.4875020807;72776.6462558261;76873.0310282597
22-Sep-2022;77096.5425276575;80035.8607426789;76443.6347976822;79528.0436496802
21-Sep-2022;81306.8374861298;85041.3615679168;75732.6766104785;77160.6342536351
20-Sep-2022;82760.4591639735;83021.5858053086;80998.9660893312;81317.4379947178
19-Sep-2022;85951.3821361902;85951.3821361902;77470.550527721;82755.7952687383
18-Sep-2022;88917.1827428896;88917.1827428896;80555.4334457306;85955.1415064478
17-Sep-2022;86689.0315036918;89120.1610137255;85610.0621082769;88919.3722897914
16-Sep-2022;87763.7273064124;88278.6391305867;86067.3383311168;86663.0905420798
15-Sep-2022;97655.3404591807;98483.2856810511;87418.5639539242;87749.7193898897
14-Sep-2022;93704.0690573392;98077.846221796;93059.9035487745;97635.7514940447
13-Sep-2022;103908.9834088369;105837.8565135285;93059.9035487745;94056.8927136426
12-Sep-2022;109636.9120631159;110637.3222561339;102831.4966178391;103897.0188391989
11-Sep-2022;107952.8829385968;109637.8960333015;106405.1469957915;109619.1888953953
10-Sep-2022;104487.2371555872;108470.8780929305;103960.5761007499;107966.7245860942
9-Sep-2022;100564.0552792524;106752.3146150463;100419.4560660335;104494.7827705698
8-Sep-2022;99092.320355632;100958.9210353981;97746.8183583212;100573.8890825944
7-Sep-2022;95644.5624925765;100384.0800347257;92250.8486315543;99098.4754778281
6-Sep-2022;98667.8299642086;102533.1229697947;95696.1436011496;95696.1436011496
5-Sep-2022;95004.3888393437;98937.5608029587;94795.7409780564;98664.3485933297
4-Sep-2022;93841.8914927213;95011.933262815;93046.4379059657;94989.7943740453
3-Sep-2022;95066.5480395178;95201.6038514405;92924.2803735097;93840.4883619457
2-Sep-2022;95494.1299601938;99042.8604964532;93539.4353434218;95066.956981809
1-Sep-2022;93419.6092335009;95983.2334093724;92133.2994604687;95503.6972157528
31-Aug-2022;92790.9386986075;98152.3505834744;92790.9386986075;93415.3130888535
30-Aug-2022;95909.4083435626;97192.8212623659;90145.6342525103;92763.6907356022
29-Aug-2022;86255.4970999211;96102.1076265627;86092.0155705472;95900.0470133229
28-Aug-2022;89919.7675935211;90799.255152349;86262.0000878403;86262.0000878403
27-Aug-2022;90941.8638760066;91484.1429891403;87693.2613417056;89931.1162332625
26-Aug-2022;102415.6075785459;102415.6075785459;90375.8982576896;90919.3020957843
25-Aug-2022;99150.1586310884;103391.6684016834;99121.4142432717;102423.6033669288
24-Aug-2022;100177.3999014901;100898.3149960181;97008.4857264164;99133.5660926094
23-Aug-2022;97618.1838205222;100417.2666966252;93891.0644335892;100181.8897085237
22-Aug-2022;96340.4350950089;97608.5282560075;91985.7536743415;97592.1072596918
21-Aug-2022;93804.3550417257;97635.7319654784;93358.2786635188;96349.4851388511
20-Aug-2022;95952.7206549343;98307.0291282277;91290.7910667178;93831.7321235747
19-Aug-2022;110825.7259859247;110825.7259859247;95874.6755802578;95972.756604854
18-Aug-2022;110939.7932169363;112582.6255167108;110530.946840084;110820.4774752727
17-Aug-2022;115492.968729997;118808.2566852266;110551.6430465421;110896.4817876578
16-Aug-2022;117024.2380660849;117510.8480708511;114529.8246386558;115505.5810476016
15-Aug-2022;120563.348111913;124948.8507660655;116263.0026717355;117110.0316409531
14-Aug-2022;121879.6282765374;125918.7682769782;119458.3753511579;120565.9350583495
13-Aug-2022;120376.0533877062;123845.9898631311;119838.6164366603;121852.2083583624
12-Aug-2022;114029.5153578952;120389.5183249745;113418.5865458501;120370.6633915617
11-Aug-2022;113887.4530996922;118568.2735802613;113887.4530996922;114049.2158144412
10-Aug-2022;102983.2810837046;114968.1508690447;100696.3619455414;113882.1854927256
9-Aug-2022;109672.3436844114;109672.3436844114;101347.0342339348;102990.4523205486
8-Aug-2022;102873.9415467779;109638.0577985025;102735.6168172108;109638.0577985025
7-Aug-2022;102394.8570948566;104392.8589306542;101252.7782718073;102853.2020092635
6-Aug-2022;104869.309045863;105575.3515476137;102387.6023595962;102387.6023595962
5-Aug-2022;98862.7300301478;104844.7052097582;98799.5765539635;104844.7052097582
4-Aug-2022;100257.6643608676;100257.6643608676;97457.9503552657;98904.6661486186
3-Aug-2022;99330.3577629067;101650.8053496637;96655.5644446132;100256.9101527075
2-Aug-2022;102982.8533526669;102982.8533526669;94188.6516306822;99323.9177570943
1-Aug-2022;104669.9930055272;105835.6455405695;101645.3688191171;103017.5000585053
31-Jul-2022;105568.8339838788;108681.2357625721;104120.1549756315;104674.459852302
30-Jul-2022;107509.6128012963;108191.5584485439;104462.2352151295;105574.1081339257
29-Jul-2022;107851.4774652605;109552.7885288656;103924.4278386667;107531.0882752337
28-Jul-2022;97151.2777574824;110023.7481630002;95290.4067424561;107841.7445395008
27-Jul-2022;86804.0807469184;97184.9731519233;86164.527941896;97151.3204526955
26-Jul-2022;84541.3353031871;86688.6392019669;81947.4771682546;86688.6392019669
25-Jul-2022;92951.0087311147;93310.199916881;84554.9258636126;84554.9258636126
24-Jul-2022;90048.5538781492;96163.661662849;90016.5054347601;92969.5722225033
23-Jul-2022;89306.5783338766;92513.6339207862;86936.2807177086;90052.9111917954
22-Jul-2022;91451.2337072708;94164.3813693907;88561.6692824648;89361.6649748031
21-Jul-2022;83620.5849617148;93352.0713163183;81007.0017577161;91451.4760927579
20-Jul-2022;87176.91253074;89273.6527128454;82544.1681981769;83611.0288273155
19-Jul-2022;91151.6668332327;92806.1591012599;84663.838233569;87178.0952393881
18-Jul-2022;77650.6162390869;91170.9552708436;77650.6162390869;91170.9552708436
17-Jul-2022;78485.7591193536;79948.0782273728;77126.1414997446;77640.7382417306
16-Jul-2022;71501.7938733166;79920.6473230913;69345.0301843228;78452.2016555935
15-Jul-2022;69444.8442899944;73995.0082123608;68933.6809895239;71521.3665493716
14-Jul-2022;65112.8273516974;70102.1032909325;62785.8148747335;69436.186549665
13-Jul-2022;60656.0543179492;65117.0020983127;59598.9020374982;65117.0020983127
12-Jul-2022;68578.5918983812;68578.5918983812;60653.0779693352;60656.3529180982
11-Jul-2022;75812.2230078353;75812.2230078353;68437.5658958708;68577.1735320117
10-Jul-2022;79098.6619115095;79098.6619115095;75216.2943986433;75829.2645585237
9-Jul-2022;79449.8226196992;79869.7919138204;78609.4205628224;79103.4667368086
8-Jul-2022;78060.3866873902;79656.5249061379;75400.9109993644;79462.7803272268
7-Jul-2022;71217.658668349;78647.8985816524;69937.3946804665;78061.2105706738
6-Jul-2022;67550.4105018772;71618.2094849954;66974.8561320646;71218.4436762372
5-Jul-2022;65579.0622351138;67533.6648172523;64141.6926114147;67533.6648172523
4-Jul-2022;60991.6207073787;65717.7997519105;58421.8860222466;65610.3696447232
3-Jul-2022;60575.4563099444;61538.3052391966;59299.6204815726;60990.0711935586
2-Jul-2022;60214.9902146127;60949.4930567617;58729.1528450908;60578.0307901937
1-Jul-2022;58623.8811144974;60374.7811034877;56714.2162526176;60194.8922248043
30-Jun-2022;57716.1494662921;58568.0173766244;54692.4324169684;58568.0173766244
29-Jun-2022;61518.0678430216;62821.3223442112;57694.6660254791;57694.6660254791
28-Jun-2022;63391.6136077902;66132.9076174157;61337.2131296245;61521.0192468669
27-Jun-2022;64064.6783188196;65874.3946397148;62676.4739006699;63414.2842791286
26-Jun-2022;67369.8043365594;68949.3906913268;64048.2984358501;64071.0092283382
25-Jun-2022;66488.3574347951;67554.4463414974;64203.1462781962;67394.7013759429
24-Jun-2022;62304.6562071788;67132.9189468242;60866.6746135412;66494.8652342254
23-Jun-2022;57823.103314342;62483.9363158699;57762.0714052597;62314.5766471347
22-Jun-2022;60629.4696080435;60677.3514731883;57474.5462357682;57828.1972927297
21-Jun-2022;61731.2805845884;65131.220370666;60599.929408773;60599.929408773
20-Jun-2022;63994.4965959505;64034.6741567991;60501.9196798521;61738.4257217607
19-Jun-2022;57120.4406136064;65570.2727763045;54229.0984623941;63994.5078738297
18-Jun-2022;62466.6262316774;62971.9860578955;51526.1802039464;57134.0188950189
17-Jun-2022;61275.6895636187;63188.3882239473;61275.6895636187;62474.7535574176
16-Jun-2022;70623.7996673608;71341.5519980542;60747.6565005006;61260.9444299693
15-Jun-2022;70713.4819803009;70796.9265520227;58156.2979966616;70601.0700819914
14-Jun-2022;69563.0687202623;73113.0368780215;63219.0332974319;70730.8154162792
13-Jun-2022;83200.8646819432;84388.9978301794;68257.5099541739;69564.6548242022
12-Jun-2022;88177.0174564513;88725.3378409352;82759.9447528616;83280.4516082475
11-Jun-2022;95958.0054423228;96770.3009785016;86842.9603071888;88146.6929784372
10-Jun-2022;103802.0182849497;106103.7958084601;95855.2032139582;95947.8812852303
9-Jun-2022;109386.3317424932;109386.3317424932;103809.9123963593;103809.9123963593
8-Jun-2022;112020.7062983308;113044.2337151825;109311.7677567311;109389.9608720862
7-Jun-2022;114116.6074146071;115454.1437128556;106402.170318865;112017.4735721427
6-Jun-2022;114206.4835702078;121125.6846426542;114113.9014208193;114113.9014208193
5-Jun-2022;114163.2631779318;115686.4749004976;112599.1740333677;114179.220963215
4-Jun-2022;112478.0021099753;114700.5955179425;110977.1612721752;114149.9853057042
3-Jun-2022;116467.5609853262;116843.7230567631;111558.3179143742;112468.9919835579
2-Jun-2022;115723.1565805481;117177.4271599376;111856.8731881908;116468.5483581735
1-Jun-2022;121863.6762622313;124788.0642012968;112779.3665598464;115796.641431766
31-May-2022;127520.3707903144;128100.5421376051;121255.0930382103;121881.0818905487
30-May-2022;120490.434483513;129586.5341322827;119996.3373089117;127522.4933902821
29-May-2022;118732.2983459008;120500.0714518148;116993.425338156;120500.0714518148
28-May-2022;116764.5206375775;119281.2719608236;114257.2073297194;118747.6491971938
27-May-2022;109639.7432232379;120221.0751056129;109639.7432232379;114276.215644114
26-May-2022;117382.9441361601;118417.2073472282;107003.3268468847;109723.0386370281
25-May-2022;113031.7360575995;117370.5413100016;111047.3028129762;117370.5413100016
24-May-2022;115532.797225704;115532.797225704;109671.2822911425;113049.1998549383
23-May-2022;127646.5287127845;130020.8152302446;115063.9459466262;115520.5561189217
22-May-2022;122429.5873163509;127698.1124158033;121894.4141903222;127698.1124158033
21-May-2022;121583.1255789394;123094.5595113778;120544.4463834763;122420.1485972619
20-May-2022;125368.2560502267;125368.2560502267;119213.1325096463;121601.5801047962
19-May-2022;123112.5947679992;126013.6118095778;122526.0560038359;125389.1325836988
18-May-2022;135879.892560946;136651.2325956866;123145.1433217364;123145.1433217364
17-May-2022;130728.7822270259;138464.5721750699;130728.7822270259;135876.6009868556
16-May-2022;142698.1626712496;142698.1626712496;128526.9680491177;130718.6736011876
15-May-2022;133137.863605714;142788.4444654144;130028.5375642994;142689.5082892108
14-May-2022;130424.6731068303;133607.0879938543;126688.0984014636;133143.7359740278
13-May-2022;127652.9847953713;139191.5606909496;126956.6823299764;130433.5806455361
12-May-2022;138339.6930445229;144878.082511032;115939.5918041402;127755.8195053052
11-May-2022;163699.9463280932;167957.9744516593;134758.6242931623;138313.2667763996
10-May-2022;156705.1861073042;170691.7718723067;154197.1344271477;163752.8163029177
9-May-2022;173777.063145419;174449.7987262232;156328.6810755099;156899.4516616847
8-May-2022;181892.3871889617;182079.2892370937;166145.5938960104;173704.7239476588
7-May-2022;185954.421173858;186069.0269324179;179367.0981129571;181890.3982829821
6-May-2022;178199.5004621381;185953.5820299898;178199.5004621381;185953.5820299898
5-May-2022;196995.2000379405;197580.3734517226;175819.5513666225;178217.7464579992
4-May-2022;187165.2927642865;197023.2180890122;186905.8704297527;197023.2180890122
3-May-2022;202000.6674506837;202144.9735294119;187188.4939015293;187188.4939015293
2-May-2022;207405.5120879229;207405.5120879229;197563.2123618838;202018.9236570631
1-May-2022;194785.3290468378;207415.9386316217;194648.6765628586;207415.9386316217
30-Apr-2022;200888.5600958133;202407.897946565;194600.6849730121;194799.072735071
29-Apr-2022;213562.4075193272;214047.3896157429;198526.7314687167;200893.4459653182
28-Apr-2022;213413.7550544188;216295.587706399;207124.3198494935;213574.368316036
27-Apr-2022;208541.943985652;216100.5807510906;208541.943985652;213419.6632775855
26-Apr-2022;226122.2996039749;228116.0427166154;206879.2617478926;208516.1230574874
25-Apr-2022;226166.3540530432;226456.6055657947;207363.8445856436;226155.9068992457
24-Apr-2022;227277.2253089857;229175.6187216488;226099.6915198958;226146.4265763079
23-Apr-2022;229401.566909061;230215.5820719803;226456.5168735757;227336.5584899135
22-Apr-2022;241568.6964135367;241568.6964135367;227518.1754079899;229404.1436673301
21-Apr-2022;254728.8439913275;254728.8439913275;239380.5472863099;241612.527787691
20-Apr-2022;251418.6958376554;258970.3536259986;250474.9825057199;254721.9303021744
19-Apr-2022;248045.3690574562;254850.6065163735;241669.5851593551;251432.5909450847
18-Apr-2022;241723.7996064937;248446.9901537545;235130.4117521232;248048.3265090701
17-Apr-2022;247246.9656564415;248368.9063200787;241365.2844692651;241717.2970817075
16-Apr-2022;245570.6983122579;248297.1179731304;243576.0035182219;247281.5632824214
15-Apr-2022;249538.6307054078;251534.2650616585;245554.0125753836;245554.0125753836
14-Apr-2022;256986.4417806809;258651.5979793628;246919.4822736177;249520.0383480582
13-Apr-2022;258675.8573917161;258675.8573917161;248599.9589721556;257029.5118288255
12-Apr-2022;248948.6279095787;258718.4202345882;246982.3464142957;258718.4202345882
11-Apr-2022;273215.2671652952;273631.0917885261;247390.1660904801;248917.8682548392
10-Apr-2022;263675.6915050452;273410.1941687937;263675.6915050452;273410.1941687937
9-Apr-2022;258071.5354204434;263729.9974287889;257707.1597050433;263726.2029392242
8-Apr-2022;256236.8281867321;262321.0121386623;256236.8281867321;258079.4609501481
7-Apr-2022;260516.7083090189;268012.8480460747;256237.010842523;256237.010842523
6-Apr-2022;286580.5039512846;286580.5039512846;260435.2080194058;260475.2062942566
5-Apr-2022;294903.838874332;297036.706379051;286486.0387966153;286590.6185113195
4-Apr-2022;296759.2242917809;296759.2242917809;286592.5930757905;294903.9522376917
3-Apr-2022;295392.5074567273;306467.0837265201;293373.0192116039;296798.6928548339
2-Apr-2022;295819.3709000277;301950.1541100246;295151.5068546928;295413.8341696455
1-Apr-2022;268350.5820050851;298643.2837843774;263553.0947608412;295799.0882738454
31-Mar-2022;282671.6614751945;286833.2230287068;267562.3890858941;268274.2855995065
30-Mar-2022;297633.5848251573;301431.334748749;282660.6844109337;282660.6844109337
29-Mar-2022;326832.3666190862;334872.9783622962;297673.9679023424;297673.9679023424
28-Mar-2022;332113.0247990829;332113.0247990829;326990.4817057963;326990.4817057963
27-Mar-2022;320667.1515470598;332037.8922744735;319259.7713223499;332037.8922744735
26-Mar-2022;316853.3502918325;320976.1917019756;315366.1857529683;320604.2647058935
25-Mar-2022;317838.9512510923;325559.7403440901;308749.1015488792;316880.4705117748
24-Mar-2022;293255.116727323;319634.7249641379;293255.116727323;317799.3675557374
23-Mar-2022;315153.3455985943;315153.3455985943;293255.7164522737;293255.7164522737
22-Mar-2022;309047.6249259748;324256.8400826293;308489.8884314246;315151.8701472247
21-Mar-2022;363747.9341389163;363747.9341389163;286947.1658728044;309069.2303568307
20-Mar-2022;316754.1321917732;363793.2035916329;303806.7921204797;363793.2035916329
19-Mar-2022;316557.8465814356;320348.8601128699;312911.4930207826;316722.9017179448
18-Mar-2022;290238.5753045793;319663.9963979778;286156.9985638339;316624.6344036026
17-Mar-2022;279968.6653063848;292507.6481043445;271028.739686163;290281.8635276683
16-Mar-2022;283781.8457687622;283781.8457687622;271177.2046670332;279977.9168331651
15-Mar-2022;310880.2720623844;310880.2720623844;279539.0755738926;283794.9667086266
14-Mar-2022;334287.0821687806;334287.0821687806;293669.7228806747;310883.5261103729
13-Mar-2022;344847.3896291313;347669.6585045215;332349.0250838924;334347.9165374176
12-Mar-2022;342994.5373065288;349262.7741219223;342923.0054482444;345017.0634923722
11-Mar-2022;348204.20179877;361047.9683312599;342981.4479343093;342981.4479343093
10-Mar-2022;378664.9214102775;378664.9214102775;300807.8775391083;348174.474427588
9-Mar-2022;335031.497198894;378757.4612024022;334575.1746224404;378757.4612024022
8-Mar-2022;356341.756525038;356341.756525038;334977.1895219503;334977.1895219503
7-Mar-2022;286356.3567476418;372231.9938768947;286356.3567476418;356348.8740623018
6-Mar-2022;278220.1115549598;286327.2047413769;278220.1115549598;286327.2047413769
5-Mar-2022;273368.6368582341;279698.2972378291;271125.756633128;278208.3746119563
4-Mar-2022;310431.120637308;310451.8066917228;270160.9096109189;273231.0893106142
3-Mar-2022;303128.596998708;310374.3670162929;299199.3141954837;310374.3670162929
2-Mar-2022;322556.3097015932;333756.1174259106;297215.1681827771;303124.6759408172
1-Mar-2022;306601.285279946;322557.7307213974;285492.4232396937;322557.7307213974
28-Feb-2022;219169.2516395821;314895.1081558873;216040.9990007126;306540.9422192674
27-Feb-2022;233181.1609155891;237426.3982812118;215642.3562858129;219221.8993243783
26-Feb-2022;231880.0385019746;238960.958712208;230204.4211800384;233232.109487967
25-Feb-2022;220737.1629057606;236658.7921047753;215750.7477066026;231841.9772751708
24-Feb-2022;210163.7527365457;228053.8276790675;202217.407361049;220705.8052509727
23-Feb-2022;208105.8797983164;219836.8458837251;208105.8797983164;210341.8638615315
22-Feb-2022;206908.6434048853;209342.5618833532;200484.0340504096;208094.230761056
21-Feb-2022;203354.2409261502;212057.6612785213;203354.2409261502;206982.4401653626
20-Feb-2022;214011.4968406185;214011.4968406185;200242.7593332452;203430.3221375049
19-Feb-2022;215646.6329543082;218858.2503881721;209645.8506431637;214007.2035053403
18-Feb-2022;219681.7674041447;222772.8330728148;213481.5126902142;215712.8082630312
17-Feb-2022;234731.7041546597;237201.8313745032;218450.8916663802;219464.0453619152
16-Feb-2022;240149.1772841524;240237.5278434047;229466.0459823121;234804.6429354706
15-Feb-2022;224490.4178304875;240533.8898882168;223443.675431421;240106.1582526895
14-Feb-2022;222477.7640454678;226168.125170676;220042.1342858459;224471.2825365584
13-Feb-2022;223990.1804976423;226369.78722404;218507.7570456829;222730.8015147869
12-Feb-2022;224803.9556183469;228850.4311508362;220410.6513429142;224034.1993578248
11-Feb-2022;231000.1645188246;237534.5739689361;221833.698841648;224803.7422685104
10-Feb-2022;242182.9049898757;244560.9786138731;230471.7916115411;231005.3570580397
9-Feb-2022;234308.7340961669;243905.5528597919;229453.9788481517;242133.8699305578
8-Feb-2022;237146.9032865356;242724.6260285053;227986.5032580991;234415.7865467548
7-Feb-2022;231800.977294981;240531.9986820306;227839.8851051743;237106.3213230585
6-Feb-2022;228359.3833395105;232092.0459209477;224607.8918359614;231805.0809011099
5-Feb-2022;226048.2074651995;231326.2318533895;224710.2202246445;228335.793740183
4-Feb-2022;204957.4688823242;225983.1445510458;204531.5364876279;225983.1445510458
3-Feb-2022;204407.0820603141;206643.7174712415;197969.8264371867;204812.5966680125
2-Feb-2022;214217.5120399872;215001.4030938066;200150.8401503633;204454.936337443
1-Feb-2022;207889.6310413104;215559.919858979;207471.2933698586;214229.6629623342
31-Jan-2022;202686.7506562875;208622.6203125665;193262.7645695449;207919.0189929128
30-Jan-2022;203192.9704205659;205761.1391350557;198317.3443894692;202702.5704348531
29-Jan-2022;199128.8626674973;205464.0784642939;197596.1863148872;203077.2195620424
28-Jan-2022;189148.7860459334;199299.9560226455;184714.7098576133;199168.0742274127
27-Jan-2022;195486.6907169007;195486.6907169007;181523.3445816554;189254.5711823075
26-Jan-2022;193427.6823981295;214851.0439611498;191492.3566161463;195553.3918504194
25-Jan-2022;192030.9008161387;196264.5967897028;185541.0122479088;193455.7161190317
24-Jan-2022;196640.3702882102;196742.5341548605;171645.4617165976;192027.6639995147
23-Jan-2022;186753.9874918053;197245.7728384042;184395.9557232687;196574.3075179755
22-Jan-2022;198720.0338797705;202917.8182054668;180804.5850472204;186618.7204188541
21-Jan-2022;230553.3456375393;232541.0352070564;193728.4754205793;198470.6820251944
20-Jan-2022;236337.2972736634;249410.5075251813;230396.0513258017;230412.3204440701
19-Jan-2022;243121.3283231907;244073.5970741561;234819.0405497311;236379.6147953181
18-Jan-2022;244750.6169657832;246558.5422555718;238192.208480534;243134.7745696276
17-Jan-2022;255633.9284908306;256005.6107217543;241079.0071649571;244751.9347185349
16-Jan-2022;253892.3932017527;257400.2832626916;250932.6895150391;255632.0054086524
15-Jan-2022;252326.3043588758;256495.8701773735;249949.8038298201;253903.3520643636
14-Jan-2022;247977.4846278338;253921.2933667442;244670.8945322856;252338.2894601063
